1,0.918196995
2,0.542570952
3,0
4,0.751252087
5,0.820812465
6,0.027824151
7,0.027824151
8,2.072899277
9,0.598219254
10,2.072899277
11,8.110740122
12,2.295492487
13,10.92097941
14,16.75013912
15,14.03728436
16,19.93600445
17,26.93377852
18,22.35670562
19,23.95659432
20,22.09237618
21,27.76850306
22,27.76850306
23,37.7573734
24,51.26599889
25,41.38842515
26,56.42737896
27,50.25041736
28,57.86032276
29,63.29994435
30,125.1391208
31,62.50695604
32,66.52754591
33,93.12743461
34,108.5281024
35,67.97440178
36,117.0005565
37,84.96104619
38,133.7785198
39,100.6260434
40,127.7824151
41,132.2760156
42,91.45798553
43,111.9922092
44,95.81246522
45,152.4485253
46,115.2754591
47,101.9476906
48,169.1847524
49,109.5297718
50,118.7813022
51,233.9176405
52,100.3199777
53,178.1023929
54,160.4340568
55,113.60601
56,139.9276572
57,173.8174736
58,126.4468559
59,104.9387869
60,121.4941569
61,118.3082916
62,123.9426822
63,133.7785198
64,58.13856427
65,161.769616
66,156.5943239
67,150.2643294
68,133.9872009
69,137.7434613
70,149.26266
71,141.8057874
72,84.64106845
73,140.1502504
74,145.6455203
75,133.6533111
76,148.3027268
77,158.1246522
78,126.1268781
79,163.4390651
80,123.5809683
81,161.6304953
82,113.1329994
83,133.6533111
84,147.2732332
85,147.5236505
86,159.6271564
87,145.7568169
88,199.26266
89,204.3405676
90,146.6332777
91,111.1018364
92,135.114079
93,156.0795771
94,142.4318308
95,173.4835838
96,131.6638843
97,118.572621
98,81.48302727
99,167.3622705
100,120.228158
